Div,Date,Time,HomeTeam,AwayTeam,HomeScore,AwayScore,Result,HomeTeam ID,AwayTeam ID,City,Team ID,Opponent,Attendance
I1,2020-01-05,19:45,Roma,Torino,0,2,A,SER13,SER17,Rome,SER13,Torino,
I1,2020-01-05,17:00,Genoa,Sassuolo,2,1,H,SER5,SER15,Genoa,SER5,Sassuolo,
I1,2020-01-05,14:00,Spal,Verona,0,2,A,SER16,SER19,Ferrara,SER16,Hellas Verona,
I1,2020-01-05,11:30,Brescia,Lazio,1,2,A,SER2,SER8,Brescia,SER2,Lazio,
I1,2020-01-06,11:30,Bologna,Fiorentina,1,1,D,SER1,SER4,Bologna,SER1,Fiorentina,"22,653"
I1,2020-01-06,14:00,Milan,Sampdoria,0,0,D,SER10,SER14,Milan,SER10,Sampdoria,"58,572"
I1,2020-01-06,17:00,Lecce,Udinese,0,1,A,SER9,SER18,Lecce,SER9,Udinese,"21,321"
I1,2020-01-06,19:45,Napoli,Inter,1,3,A,SER11,SER6,Naples,SER11,Inter Milan,"31,191"
I1,2020-01-06,14:00,Juventus,Cagliari,4,0,H,SER7,SER3,Turin,SER7,Cagliari,"40,598"
I1,2020-01-06,14:00,Atalanta,Parma,5,0,H,SER0,SER12,Bergamo,SER0,Parma,"19,217"
I1,2020-01-11,19:45,Inter,Atalanta,1,1,D,SER6,SER0,Milan,SER6,Atalanta,
I1,2020-01-11,17:00,Lazio,Napoli,1,0,H,SER8,SER11,Rome,SER8,Napoli,
I1,2020-01-11,14:00,Cagliari,Milan,0,2,A,SER3,SER10,Cagliari,SER3,AC Milan,
I1,2020-01-12,14:00,Torino,Bologna,1,0,H,SER17,SER1,Turin,SER17,Bologna,
I1,2020-01-12,14:00,Fiorentina,Spal,1,0,H,SER4,SER16,Florence,SER4,SPAL,
I1,2020-01-12,14:00,Sampdoria,Brescia,5,1,H,SER14,SER2,Genoa,SER14,Brescia,
I1,2020-01-12,19:45,Roma,Juventus,1,2,A,SER13,SER7,Rome,SER13,Juventus,
I1,2020-01-12,17:00,Verona,Genoa,2,1,H,SER19,SER5,Verona,SER19,Genoa,
I1,2020-01-12,11:30,Udinese,Sassuolo,3,0,H,SER18,SER15,Udine,SER18,Sassuolo,
