Div,Date,Time,HomeTeam,AwayTeam,HomeScore,AwayScore,Result,HomeTeam ID,AwayTeam ID,City,
I1,27/10/2019,14:00,Spal,Napoli,1,1,D,SER16,SER11,Ferrara,
I1,27/10/2019,14:00,Torino,Cagliari,1,1,D,SER17,SER3,Turin,
I1,27/10/2019,17:00,Roma,Milan,2,1,H,SER13,SER10,Rome,
I1,27/10/2019,19:45,Fiorentina,Lazio,1,2,A,SER4,SER8,Florence,
I1,29/10/2019,18:00,Parma,Verona,0,1,A,SER12,SER19,Parma,
I1,29/10/2019,20:00,Brescia,Inter,1,2,A,SER2,SER6,Brescia,
I1,30/10/2019,18:00,Napoli,Atalanta,2,2,D,SER11,SER0,Naples,
I1,30/10/2019,20:00,Cagliari,Bologna,3,2,H,SER3,SER1,Cagliari,
I1,30/10/2019,20:00,Juventus,Genoa,2,1,H,SER7,SER5,Turin,
I1,30/10/2019,20:00,Lazio,Torino,4,0,H,SER8,SER17,Rome,
