Div,Date,Time,HomeTeam,AwayTeam,HomeScore,AwayScore,Result,HomeTeam ID,AwayTeam ID,City,
SP1,23/02/2020,15:00,Valladolid,Espanol,2,1,H,LIG18,LIG7,Valladolid,
SP1,23/02/2020,17:30,Getafe,Sevilla,0,3,A,LIG8,LIG15,Getafe,
SP1,23/02/2020,20:00,Ath Madrid,Villarreal,3,1,H,LIG2,LIG19,Madrid,
SP1,28/02/2020,20:00,Sociedad,Valladolid,1,0,H,LIG16,LIG18,San Sebastian,
SP1,29/02/2020,12:00,Eibar,Levante,3,0,H,LIG6,LIG11,Eibar,
SP1,29/02/2020,15:00,Valencia,Betis,2,1,H,LIG17,LIG4,Valencia,
SP1,29/02/2020,17:30,Leganes,Alaves,1,1,D,LIG10,LIG0,Leganes,
SP1,29/02/2020,20:00,Granada,Celta,0,0,D,LIG9,LIG5,Granada,
SP1,1/3/20,11:00,Sevilla,Osasuna,3,2,H,LIG15,LIG13,Seville,
SP1,1/3/20,13:00,Ath Bilbao,Villarreal,1,0,H,LIG1,LIG19,Bilbao,
SP1,1/3/20,15:00,Espanol,Ath Madrid,1,1,D,LIG7,LIG2,Barcelona,
SP1,1/3/20,17:30,Mallorca,Getafe,0,1,A,LIG12,LIG8,Palma,
SP1,1/3/20,20:00,Real Madrid,Barcelona,2,0,H,LIG14,LIG3,Madrid,
SP1,6/3/20,20:00,Alaves,Valencia,1,1,D,LIG0,LIG17,Vitoria-Gasteiz,
SP1,7/3/20,12:00,Eibar,Mallorca,1,2,A,LIG6,LIG12,Eibar,
SP1,7/3/20,15:00,Ath Madrid,Sevilla,2,2,D,LIG2,LIG15,Madrid,
SP1,7/3/20,17:30,Barcelona,Sociedad,1,0,H,LIG3,LIG16,Barcelona,
SP1,7/3/20,20:00,Getafe,Celta,0,0,D,LIG8,LIG5,Getafe,
SP1,8/3/20,11:00,Osasuna,Espanol,1,0,H,LIG13,LIG7,Pamplona,
SP1,8/3/20,13:00,Valladolid,Ath Bilbao,1,4,A,LIG18,LIG1,Valladolid,
SP1,8/3/20,15:00,Levante,Granada,1,1,D,LIG11,LIG9,Valencia,
SP1,8/3/20,17:30,Villarreal,Leganes,1,2,A,LIG19,LIG10,Villarreal,
SP1,8/3/20,20:00,Betis,Real Madrid,2,1,H,LIG4,LIG14,Seville,
SP1,10/3/20,19:00,Eibar,Sociedad,1,2,A,LIG6,LIG16,Eibar,
SP1,11/6/20,21:00,Sevilla,Betis,2,0,H,LIG15,LIG4,Seville,
SP1,12/6/20,18:30,Granada,Getafe,2,1,H,LIG9,LIG8,Granada,
SP1,12/6/20,21:00,Valencia,Levante,1,1,D,LIG17,LIG11,Valencia,
SP1,13/06/2020,13:00,Espanol,Alaves,2,0,H,LIG7,LIG0,Barcelona,
SP1,13/06/2020,16:00,Celta,Villarreal,0,1,A,LIG5,LIG19,Vigo,
SP1,13/06/2020,18:30,Leganes,Valladolid,1,2,A,LIG10,LIG18,Leganes,
SP1,13/06/2020,21:00,Mallorca,Barcelona,0,4,A,LIG12,LIG3,Palma,
SP1,14/06/2020,13:00,Ath Bilbao,Ath Madrid,1,1,D,LIG1,LIG2,Bilbao,
SP1,14/06/2020,18:30,Real Madrid,Eibar,3,1,H,LIG14,LIG6,Madrid,
SP1,14/06/2020,21:00,Sociedad,Osasuna,1,1,D,LIG16,LIG13,San Sebastian,
SP1,15/06/2020,18:30,Levante,Sevilla,1,1,D,LIG11,LIG15,Valencia,
